Date,SID/Type,Method,Inhibition,Cuv Temp,Flag,逐小时气温 (°C),天气状况,风向风力,日最高温,日最低温,相对湿度,"line1_inflow_flow
（1号线路进水流量）",line2_inflow_flow（2号线路进水流量）,line3_inflow_flow（3号线路进水流量）,turntable1_tank_temperature_t1（转盘1水箱温度计T1）,turntable2_tank_temperature_t2（转盘2水箱温度计T2）,turntable3_tank_temperature_t3（转盘3水箱温度计T3）,turntable1_frequency_feedback（转盘1频率反馈）,turntable2_frequency_feedback（转盘2频率反馈）,turntable3_frequency_feedback（转盘3频率反馈）,turntable1_run_time（转盘1已运行时间）,turntable2_run_time（转盘2已运行时间）,turntable3_run_time（转盘3已运行时间）,watersupply1_totalflow（供水1累计流量）,watersupply2_totalflow（供水2累计流量）,watersupply3_totalflow（供水3累计流量）,total_inflow_ammonia（总进水氨氮）,total_inflow_nitrate（总进水硝氮）,total_inflow_ph（总进水pH）,total_outflow_ammonia（总出水氨氮）,total_outflow_nitrate（总出水硝氮）,total_outflow_ph（总出水pH）,turntable1_out_ammonia（转盘水箱1出水氨氮）,turntable1_out_nitrate（转盘水箱1出水硝氮）,turntable1_out_ph（转盘水箱1出水pH）,turntable2_out_ammonia（转盘水箱2出水氨氮）,turntable2_out_nitrate（转盘水箱2出水硝氮）,turntable2_out_ph（转盘水箱2出水pH）,turntable3_out_ammonia（转盘水箱3出水氨氮）,turntable3_out_nitrate（转盘水箱3出水硝氮）,turntable3_out_ph（转盘水箱3出水pH）,outflow_inhibition_rate（出水抑制率）,inflow_inhibition_rate（进水抑制率）,box1_toxicity（1箱毒性）,box2_toxicity（2箱毒性）,box3_toxicity（3箱毒性）,总进水温度,1箱出水温度,2箱出水温度,MBR溶解氧,MBR水箱温度,MBR跨膜压差,风机运行状态,SID
2025-12-01 17:30:00,Sample2,水箱2毒性,-0.429017,24.2,,15,晴,南风 2级,18,5,0.55,0.29,0.33,0.52,20.0,20.0,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 17:40:00,Sample1,总进水毒性,-5.948552,24.7,,15,晴,南风 2级,18,5,0.55,0.29,0.32,0.51,20.0,20.0,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 17:50:00,Sample2,水箱3毒性,-3.885731,24.6,,15,晴,南风 2级,18,5,0.55,0.0,0.42,0.62,19.9,19.9,19.8,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:00:00,Sample1,总进水毒性,-9.223293,24.2,,13,晴,东南风 1级,18,5,0.6,0.31,0.35,0.53,19.9,19.9,19.8,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:10:00,Sample2,水箱1毒性,3.059265,24.6,,13,晴,东南风 1级,18,5,0.6,0.3,0.35,0.53,19.9,19.9,19.8,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:20:00,Sample1,总进水毒性,-3.849348,24.7,,13,晴,东南风 1级,18,5,0.6,0.29,0.34,0.54,20.0,19.9,19.8,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:30:00,Sample2,水箱2毒性,0.638237,24.3,,13,晴,东南风 1级,18,5,0.6,0.29,0.34,0.52,20.0,19.9,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:40:00,Sample1,总进水毒性,-0.772515,24.5,,13,晴,东南风 1级,18,5,0.6,0.33,0.38,0.32,20.0,19.9,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 18:50:00,Sample2,水箱3毒性,3.673495,24.7,,13,晴,东南风 1级,18,5,0.6,0.34,0.37,0.47,19.9,19.9,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 19:00:00,Sample1,总进水毒性,-3.784512,24.5,,11,晴,东南风 1级,18,5,0.65,0.34,0.38,0.43,19.9,19.9,19.9,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 10:10:00,Sample2,水箱1毒性,-5.175907,24.7,,11,多云,东北风 4级,14,8,0.65,0.54,0.38,1.25,19.6,19.6,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 10:20:00,Sample1,总进水毒性,2.173887,24.6,,11,多云,东北风 4级,14,8,0.65,0.56,0.39,0.92,19.6,19.7,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 10:30:00,Sample2,水箱2毒性,-9.965831,24.7,,11,多云,东北风 4级,14,8,0.65,0.54,0.38,1.06,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 10:40:00,Sample1,总进水毒性,-8.83156,24.3,,11,多云,东北风 4级,14,8,0.65,0.54,0.38,1.13,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 10:50:00,Sample2,水箱3毒性,-2.868879,24.2,,11,多云,东北风 4级,14,8,0.65,0.54,0.38,1.05,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.0,6.05,0.2,13.34,5.95,0.66,10.08,6.09,0.32,12.62,6.03,0.9,8.9,6.25,,,,,,,,,,,,,
2025-12-02 11:00:00,Sample1,总进水毒性,-5.6617,24.7,,12,多云,东北风 4级,14,8,0.6,0.36,0.38,1.3,19.8,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.43,6.03,0.2,13.29,5.95,0.66,10.28,6.08,0.32,12.82,6.03,0.9,9.07,6.24,,,,,,,,,,,,,
2025-12-02 11:10:00,Sample2,水箱1毒性,9.013665,24.5,,12,多云,东北风 4级,14,8,0.6,0.36,0.38,1.28,19.9,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.59,6.01,0.2,13.45,5.94,0.66,10.38,6.07,0.32,13.05,6.0,0.9,9.18,6.22,,,,,,,,,,,,,
2025-12-02 11:20:00,Sample1,总进水毒性,3.378368,24.2,,12,多云,东北风 4级,14,8,0.6,0.36,0.39,1.35,19.9,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.48,6.02,0.2,13.29,5.96,0.66,10.55,6.08,0.32,13.11,6.0,0.9,9.24,6.22,,,,,,,,,,,,,
2025-12-02 11:30:00,Sample2,水箱2毒性,-29.539257,24.5,,12,多云,东北风 4级,14,8,0.6,0.36,0.38,1.27,19.9,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.53,6.03,0.2,13.46,5.97,0.66,10.68,6.12,0.32,13.16,6.01,0.8,9.34,6.23,,,,,,,,,,,,,
2025-12-02 11:40:00,Sample1,总进水毒性,2.215709,24.7,,12,多云,东北风 4级,14,8,0.6,0.38,0.39,1.35,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.64,6.01,0.2,13.46,5.94,0.66,10.73,6.11,0.32,13.27,6.01,0.8,9.33,6.23,,,,,,,,,,,,,
2025-12-02 11:50:00,Sample2,水箱3毒性,-2.765005,24.4,,12,多云,东北风 4级,14,8,0.6,0.37,0.38,1.23,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.64,6.0,0.2,13.45,5.93,0.66,10.89,6.12,0.32,13.43,6.01,0.8,9.49,6.23,,,,,,,,,,,,,
2025-12-02 12:00:00,Sample1,总进水毒性,-0.132133,24.3,,13,多云,东北风 4级,14,8,0.58,0.36,0.4,1.21,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.64,6.01,0.2,13.4,5.92,0.66,11.03,6.12,0.32,13.38,6.02,0.8,9.44,6.23,,,,,,,,,,,,,
2025-12-02 12:10:00,Sample2,水箱1毒性,2.61951,24.6,,13,多云,东北风 4级,14,8,0.58,0.37,0.38,1.27,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.64,6.02,0.2,13.51,5.92,0.66,11.14,6.1,0.32,13.59,6.02,0.9,9.55,6.25,,,,,,,,,,,,,
2025-12-02 12:20:00,Sample1,总进水毒性,-14.542706,24.6,,13,多云,东北风 4级,14,8,0.58,0.36,0.39,1.17,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.64,6.0,0.2,13.51,5.93,0.66,11.14,6.1,0.32,13.65,6.02,0.8,9.61,6.22,,,,,,,,,,,,,
2025-12-02 12:30:00,Sample2,水箱2毒性,-1.963732,24.2,,13,多云,东北风 4级,14,8,0.58,0.37,0.37,1.09,19.9,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.03,0.2,13.68,5.92,0.66,11.31,6.12,0.33,13.65,6.02,0.9,9.61,6.22,,,,,,,,,,,,,
2025-12-02 12:40:00,Sample1,总进水毒性,2.21604,24.6,,13,多云,东北风 4级,14,8,0.58,0.38,0.39,1.29,19.9,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.03,0.2,13.68,5.95,0.66,11.17,6.12,0.32,13.7,6.02,0.8,9.61,6.24,,,,,,,,,,,,,
2025-12-02 12:50:00,Sample2,水箱3毒性,-1.849204,24.7,,13,多云,东北风 4级,14,8,0.58,0.35,0.39,1.1,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.01,0.2,13.74,5.96,0.66,11.16,6.11,0.32,13.65,6.01,0.8,9.61,6.24,,,,,,,,,,,,,
2025-12-02 13:00:00,Sample1,总进水毒性,9.683444,24.3,,14,多云,东北风 4级,14,8,0.55,0.36,0.38,1.24,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.0,0.2,13.85,5.95,0.66,11.22,6.1,0.32,13.76,6.01,0.7,9.65,6.24,,,,,,,,,,,,,
2025-12-02 13:10:00,Sample2,水箱1毒性,-0.286483,24.5,,14,多云,东北风 4级,14,8,0.55,0.35,0.4,1.23,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.01,0.2,13.91,5.95,0.66,11.37,6.11,0.33,13.71,6.01,0.8,9.7,6.23,,,,,,,,,,,,,
2025-12-02 13:20:00,Sample1,总进水毒性,-6.12251,24.7,,14,多云,东北风 4级,14,8,0.55,0.36,0.39,1.12,20.0,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.0,0.2,13.91,5.96,0.66,11.42,6.11,0.33,13.87,6.01,0.8,9.71,6.25,,,,,,,,,,,,,
2025-12-02 13:30:00,Sample2,水箱2毒性,-2.034781,24.5,,14,多云,东北风 4级,14,8,0.55,0.35,0.38,1.13,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.59,6.03,0.2,13.85,5.96,0.67,11.43,6.1,0.33,13.82,6.01,0.8,9.77,6.25,,,,,,,,,,,,,
2025-12-02 13:40:00,Sample1,总进水毒性,5.498268,24.2,,14,多云,东北风 4级,14,8,0.55,0.36,0.38,1.17,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.58,6.01,0.2,13.85,5.96,0.66,11.26,6.09,0.32,13.93,6.01,0.8,9.81,6.24,,,,,,,,,,,,,
2025-12-02 13:50:00,Sample2,水箱3毒性,-7.062363,24.7,,14,多云,东北风 4级,14,8,0.55,0.35,0.4,1.09,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.01,0.2,13.9,5.95,0.66,11.52,6.11,0.32,14.04,6.01,0.8,9.94,6.25,,,,,,,,,,,,,
2025-12-02 14:00:00,Sample1,总进水毒性,3.952045,24.6,,14,多云,东北风 3级,14,8,0.55,0.36,0.38,1.36,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.58,6.03,0.2,13.84,5.97,0.66,11.52,6.12,0.32,14.11,6.01,0.8,9.99,6.22,,,,,,,,,,,,,
2025-12-02 14:10:00,Sample2,水箱1毒性,-7.10825,24.2,,14,多云,东北风 3级,14,8,0.55,0.36,0.38,1.4,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.64,6.01,0.2,13.9,5.96,0.67,11.53,6.12,0.32,14.0,6.01,0.8,9.98,6.25,,,,,,,,,,,,,
2025-12-02 14:20:00,Sample1,总进水毒性,0.598258,24.6,,14,多云,东北风 3级,14,8,0.55,0.36,0.38,1.06,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.59,6.01,0.2,13.96,5.95,0.66,11.52,6.12,0.33,14.15,6.0,0.8,9.93,6.24,,,,,,,,,,,,,
2025-12-02 14:30:00,Sample2,水箱2毒性,-5.55136,24.6,,14,多云,东北风 3级,14,8,0.55,0.36,0.37,1.15,20.1,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.53,6.03,0.2,13.96,5.99,0.66,11.58,6.11,0.34,14.15,6.0,0.8,10.04,6.24,,,,,,,,,,,,,
2025-12-02 14:40:00,Sample1,总进水毒性,0.885051,24.3,,14,多云,东北风 3级,14,8,0.55,0.35,0.62,0.94,20.0,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.48,6.03,0.2,14.23,5.98,0.66,11.52,6.11,0.33,14.05,6.0,0.8,9.72,6.26,,,,,,,,,,,,,
2025-12-02 14:50:00,Sample2,水箱3毒性,-10.039212,24.3,,14,多云,东北风 3级,14,8,0.55,0.36,0.38,1.23,19.9,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.53,6.03,0.2,14.01,5.98,0.66,11.36,6.11,0.33,13.98,6.03,0.8,9.71,6.27,,,,,,,,,,,,,
2025-12-02 15:00:00,Sample1,总进水毒性,3.566138,24.7,,13,多云,东北风 3级,14,8,0.58,0.36,0.38,1.25,19.8,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.54,6.02,0.2,14.01,5.95,0.68,11.52,6.1,0.34,14.14,6.03,0.8,10.08,6.22,,,,,,,,,,,,,
2025-12-02 15:10:00,Sample2,水箱1毒性,-7.181841,24.6,,13,多云,东北风 3级,14,8,0.58,0.35,0.38,1.07,19.8,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.54,6.01,0.2,13.9,5.96,0.69,11.48,6.09,0.34,14.05,6.03,0.7,10.31,6.23,,,,,,,,,,,,,
2025-12-02 15:20:00,Sample1,总进水毒性,-9.367285,24.2,,13,多云,东北风 3级,14,8,0.58,0.34,0.38,1.16,19.8,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.54,6.01,0.2,14.07,5.96,0.69,11.47,6.11,0.34,14.16,6.03,0.8,10.36,6.23,,,,,,,,,,,,,
2025-12-02 15:30:00,Sample2,水箱2毒性,-2.34932,24.4,,13,多云,东北风 3级,14,8,0.58,0.37,0.38,1.09,19.8,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.53,6.01,0.2,14.07,5.94,0.69,11.48,6.12,0.34,14.15,6.03,0.8,10.47,6.24,,,,,,,,,,,,,
2025-12-02 15:40:00,Sample1,总进水毒性,-6.839058,24.7,,13,多云,东北风 3级,14,8,0.58,0.37,0.39,1.27,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.53,6.0,0.2,14.19,5.96,0.69,11.52,6.11,0.34,14.21,6.01,0.7,10.53,6.24,,,,,,,,,,,,,
2025-12-02 15:50:00,Sample2,水箱3毒性,-3.130098,24.5,,13,多云,东北风 3级,14,8,0.58,0.4,0.38,1.25,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.48,6.03,0.2,14.01,5.95,0.69,11.52,6.11,0.34,14.25,6.0,0.8,10.47,6.22,,,,,,,,,,,,,
2025-12-02 16:00:00,Sample1,总进水毒性,-9.531664,24.3,,12,多云,东北风 3级,14,8,0.62,0.36,0.39,1.21,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.48,6.02,0.2,14.13,5.95,0.69,11.52,6.1,0.34,14.32,6.01,0.8,10.53,6.23,,,,,,,,,,,,,
2025-12-02 16:10:00,Sample2,水箱1毒性,6.389761,24.6,,12,多云,东北风 3级,14,8,0.62,0.36,0.38,1.27,19.9,19.9,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.49,6.02,0.2,14.01,5.96,0.69,11.58,6.1,0.34,14.37,6.01,0.8,10.63,6.23,,,,,,,,,,,,,
2025-12-02 16:20:00,Sample1,总进水毒性,3.80954,24.7,,12,多云,东北风 3级,14,8,0.62,0.34,0.39,1.19,19.8,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.43,6.02,0.2,13.96,5.95,0.69,11.54,6.1,0.34,14.32,6.01,0.7,10.69,6.22,,,,,,,,,,,,,
2025-12-02 16:30:00,Sample2,水箱2毒性,-4.058499,24.2,,12,多云,东北风 3级,14,8,0.62,0.51,0.62,0.83,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.44,6.01,0.2,14.01,5.95,0.69,11.63,6.12,0.34,14.33,6.01,0.7,10.74,6.23,,,,,,,,,,,,,
2025-12-02 16:40:00,Sample1,总进水毒性,-12.841061,24.4,,12,多云,东北风 3级,14,8,0.62,0.5,0.6,0.76,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.37,6.01,0.2,13.96,5.95,0.69,11.64,6.11,0.34,14.31,6.01,0.8,10.79,6.22,,,,,,,,,,,,,
2025-12-02 16:50:00,Sample2,水箱3毒性,3.69179,24.7,,12,多云,东北风 3级,14,8,0.62,0.56,0.6,0.79,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.43,6.02,0.2,13.96,5.97,0.69,11.58,6.1,0.34,14.32,6.01,0.7,10.74,6.22,,,,,,,,,,,,,
2025-12-02 17:00:00,Sample1,总进水毒性,-5.059005,24.5,,11,多云,东北风 3级,14,8,0.68,0.52,0.61,0.73,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.43,6.03,0.2,13.96,5.99,0.69,11.58,6.12,0.34,14.44,6.01,0.7,10.74,6.25,,,,,,,,,,,,,
2025-12-02 17:10:00,Sample2,水箱1毒性,-10.698938,24.2,,11,多云,东北风 3级,14,8,0.68,0.47,0.62,0.72,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.32,6.04,0.2,13.96,5.99,0.69,11.54,6.12,0.34,14.32,6.01,0.7,10.74,6.23,,,,,,,,,,,,,
2025-12-02 17:20:00,Sample1,总进水毒性,-11.868899,24.5,,11,多云,东北风 3级,14,8,0.68,0.45,0.6,0.74,19.7,19.7,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.26,6.05,0.2,13.9,5.97,0.69,11.54,6.09,0.34,14.77,6.01,0.7,11.73,6.22,,,,,,,,,,,,,
2025-12-02 17:30:00,Sample2,水箱2毒性,-3.610102,24.7,,11,多云,东北风 3级,14,8,0.68,0.51,0.4,0.95,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.27,6.06,0.2,13.96,5.99,0.69,11.58,6.11,0.34,14.94,6.02,0.7,11.89,6.24,,,,,,,,,,,,,
2025-12-02 17:40:00,Sample1,总进水毒性,-5.429102,24.3,,11,多云,东北风 3级,14,8,0.68,0.48,0.4,1.02,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.26,6.0,0.2,13.79,5.98,0.69,11.58,6.11,0.34,14.76,6.0,0.7,11.83,6.24,,,,,,,,,,,,,
2025-12-02 17:50:00,Sample2,水箱3毒性,7.045641,24.2,,11,多云,东北风 3级,14,8,0.68,0.5,0.38,0.95,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.16,6.03,0.2,13.79,5.99,0.69,11.53,6.11,0.34,14.77,6.03,0.7,11.83,6.23,,,,,,,,,,,,,
2025-12-02 18:00:00,Sample1,总进水毒性,2.259903,24.4,,10,多云,东北风 3级,14,8,0.72,0.52,0.38,0.98,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.16,6.05,0.2,13.74,5.97,0.69,11.49,6.11,0.34,14.76,6.0,0.7,11.84,6.24,,,,,,,,,,,,,
2025-12-02 18:10:00,Sample2,水箱1毒性,-4.944526,24.7,,10,多云,东北风 3级,14,8,0.72,0.51,0.39,0.98,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.11,6.06,0.2,13.74,5.99,0.69,11.55,6.11,0.33,14.82,6.0,0.7,11.72,6.23,,,,,,,,,,,,,
2025-12-02 18:20:00,Sample1,总进水毒性,0.671166,24.5,,10,多云,东北风 3级,14,8,0.72,0.51,0.38,0.95,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.16,6.06,0.2,13.8,6.01,0.69,11.58,6.1,0.33,14.83,6.01,0.7,11.62,6.23,,,,,,,,,,,,,
2025-12-02 18:30:00,Sample2,水箱2毒性,-2.683283,24.2,,10,多云,东北风 3级,14,8,0.72,0.53,0.39,0.99,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.1,6.04,0.2,13.79,5.99,0.69,11.64,6.11,0.34,14.83,6.0,0.7,11.62,6.22,,,,,,,,,,,,,
2025-12-02 18:40:00,Sample1,总进水毒性,-0.359326,24.5,,10,多云,东北风 3级,14,8,0.72,0.52,0.39,0.97,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.11,6.06,0.2,13.79,5.99,0.69,11.75,6.1,0.33,14.82,6.01,0.7,11.68,6.25,,,,,,,,,,,,,
2025-12-02 18:50:00,Sample2,水箱3毒性,-3.928945,24.7,,10,多云,东北风 3级,14,8,0.72,0.53,0.38,0.91,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.11,6.04,0.2,13.74,5.99,0.69,11.65,6.1,0.33,14.82,6.01,0.7,11.62,6.25,,,,,,,,,,,,,
2025-12-02 19:00:00,Sample1,总进水毒性,-5.089542,24.3,,10,多云,东北风 3级,14,8,0.75,0.51,0.38,0.95,19.7,19.8,19.7,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.11,6.05,0.2,13.79,5.99,0.69,11.65,6.11,0.33,14.93,6.02,0.7,11.61,6.24,,,,,,,,,,,,,
2025-12-02 19:10:00,Sample2,水箱1毒性,4.363653,24.2,,10,多云,东北风 3级,14,8,0.75,0.5,0.39,0.94,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.16,6.05,0.2,13.79,5.97,0.68,11.7,6.11,0.33,14.88,6.02,0.7,11.62,6.24,,,,,,,,,,,,,
2025-12-02 19:20:00,Sample1,总进水毒性,-1.196371,24.6,,10,多云,东北风 3级,14,8,0.75,0.51,0.39,0.94,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.16,6.04,0.2,13.84,5.98,0.69,11.93,6.1,0.33,14.94,6.01,0.7,11.68,6.22,,,,,,,,,,,,,
2025-12-02 19:30:00,Sample2,水箱2毒性,1.27158,24.7,,10,多云,东北风 3级,14,8,0.75,0.52,0.39,0.97,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.64,9.11,6.04,0.2,13.85,5.99,0.68,11.92,6.1,0.33,14.99,6.02,0.6,11.62,6.22,,,,,,,,,,,,,
2025-12-02 19:40:00,Sample1,总进水毒性,1.362921,24.3,,10,多云,东北风 3级,14,8,0.75,0.51,0.39,0.96,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.63,9.21,6.05,0.2,13.79,5.99,0.68,11.92,6.12,0.33,14.98,6.02,0.7,11.73,6.24,,,,,,,,,,,,,
2025-12-02 19:50:00,Sample2,水箱3毒性,2.074262,24.3,,10,多云,东北风 3级,14,8,0.75,0.52,0.38,0.96,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.26,6.05,0.2,13.96,5.98,0.69,12.02,6.09,0.33,15.11,6.01,0.7,11.79,6.23,,,,,,,,,,,,,
2025-12-02 20:00:00,Sample1,总进水毒性,11.157349,24.5,,9,晴,东北风 2级,14,8,0.78,0.54,0.39,0.94,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.16,6.03,0.2,13.96,5.97,0.69,11.92,6.1,0.33,15.1,6.01,0.6,11.73,6.22,,,,,,,,,,,,,
2025-12-02 20:10:00,Sample2,水箱1毒性,-1.535567,24.5,,9,晴,东北风 2级,14,8,0.78,0.51,0.39,0.91,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.21,6.03,0.2,13.85,6.0,0.69,11.93,6.1,0.33,15.1,6.01,0.7,11.72,6.23,,,,,,,,,,,,,
2025-12-02 20:20:00,Sample1,总进水毒性,1.320605,24.2,,9,晴,东北风 2级,14,8,0.78,0.51,0.38,0.96,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.21,6.05,0.2,13.96,6.0,0.69,12.01,6.1,0.33,15.17,6.01,0.7,11.78,6.24,,,,,,,,,,,,,
2025-12-02 20:30:00,Sample2,水箱2毒性,-6.743641,24.2,,9,晴,东北风 2级,14,8,0.78,0.54,0.38,0.96,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.27,6.04,0.2,13.96,6.0,0.69,12.07,6.12,0.33,15.26,6.01,0.7,11.88,6.23,,,,,,,,,,,,,
2025-12-02 20:40:00,Sample1,总进水毒性,4.058002,24.6,,9,晴,东北风 2级,14,8,0.78,0.51,0.39,0.94,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.26,6.05,0.2,14.07,5.97,0.69,12.07,6.12,0.33,15.28,6.01,0.6,11.84,6.23,,,,,,,,,,,,,
2025-12-02 20:50:00,Sample2,水箱3毒性,-1.437383,24.6,,9,晴,东北风 2级,14,8,0.78,0.51,0.39,1.0,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.32,6.06,0.2,14.01,5.99,0.68,12.07,6.1,0.33,15.22,6.01,0.6,11.9,6.23,,,,,,,,,,,,,
2025-12-02 21:00:00,Sample1,总进水毒性,-4.110983,24.2,,9,晴,东北风 2级,14,8,0.8,0.51,0.38,1.0,19.7,19.8,19.6,50.0,50.0,50.0,,,,50.0,50.0,50.0,0.62,9.43,6.04,0.2,14.19,5.97,0.68,12.07,6.12,0.33,15.5,6.01,0.6,11.94,6.25,,,,,,,,,,,,,
